timestamp,role,content,session_id,room_number,confidence_score,processing_time_ms
2025-09-23T19:49:37.550506,user,Hello.,c0a18b66-8cb6-4bde-9654-4a6d4cbd4090,,,
2025-09-23T19:49:38.070607,assistant,Welcome to our hotel room service! Could you please provide your room number so I can assist you better?,c0a18b66-8cb6-4bde-9654-4a6d4cbd4090,,,
2025-09-23T19:49:49.181249,user," जी, मेरा रूम नंबर 9 है।",c0a18b66-8cb6-4bde-9654-4a6d4cbd4090,,,
2025-09-23T19:49:57.941134,assistant,"""ठीक है! आपका रूम नंबर 9 नोट कर लिया गया है। क्या आप खाने के लिए कुछ ऑर्डर करना चाहेंगे या कुछ और जरूरत है?""",c0a18b66-8cb6-4bde-9654-4a6d4cbd4090,9,,
2025-09-23T19:50:00.489889,user, ठीक है।,c0a18b66-8cb6-4bde-9654-4a6d4cbd4090,9,,
2025-09-23T19:50:04.062269,user, आपका रूम नंबर 9 है।,c0a18b66-8cb6-4bde-9654-4a6d4cbd4090,9,,
2025-09-23T19:50:08.769612,user, क्या आप खाने के लिए कुछ ऑर्डर करना चाहेंगे या कुछ और चाहिए?,c0a18b66-8cb6-4bde-9654-4a6d4cbd4090,9,,
2025-09-23T19:50:13.886346,user," हाँ, मुझे बेवरेजेस सेक्शन में आपके क्या-क्या लिस्ट है, उसे जानना था।",c0a18b66-8cb6-4bde-9654-4a6d4cbd4090,9,,
2025-09-23T19:50:20.408643,assistant,"हमारे बेवरेजेस सेक्शन में निम्नलिखित विकल्प हैं:  

1. **स्पार्कलिंग वाटर** – $3.00, ठंडा कार्बनेटेड पानी लाइम के टुकड़े के साथ।  
2. **क्लासिक लेमनेड** – $4.00, ताजा नींबू का रस, ठीक से मीठा।  
3. **आइस्ड मोका** – $5.50, एस्प्रेसो, चॉकलेट सिरप, और ठंडा दूध का समृद्ध मिश्रण, व्हिप्ड क्रीम के साथ।  
4. **ग्रीन स्मूथी** – $6.00, पालक, केला, आम, और अखरोट के दूध का स्वस्थ मिश्रण।  
5. **मक्का लस्सी** – $5.00, पारंपरिक भारतीय दही-आधारित पेय, मीठे आम के पल्प के साथ।  

क्या आप इनमें से कुछ ऑर्डर करना चाहेंगे?",c0a18b66-8cb6-4bde-9654-4a6d4cbd4090,9,,
2025-09-23T19:50:26.168803,user, हमारी बेवरेजेस सेक्शन पर देखिए।,c0a18b66-8cb6-4bde-9654-4a6d4cbd4090,9,,
2025-09-23T19:50:28.936425,user, पार्किंग आपको कितनी फीस मांगेगी?,c0a18b66-8cb6-4bde-9654-4a6d4cbd4090,9,,
2025-09-23T19:50:33.241516,user," जी, कितना पार्किंग लगाने वाले हैं?",c0a18b66-8cb6-4bde-9654-4a6d4cbd4090,9,,
2025-09-23T19:50:36.021611,user, पार्किंग के लिए दो फीस चाहिए।,c0a18b66-8cb6-4bde-9654-4a6d4cbd4090,9,,
2025-09-23T19:50:38.471478,user," जी, ज्यादा नहीं होगा ना?",c0a18b66-8cb6-4bde-9654-4a6d4cbd4090,9,,
