timestamp,role,content,session_id,room_number,confidence_score,processing_time_ms
2025-09-23T16:31:58.533544,user,नमस्ते।,308db326-1025-4645-a51d-5e625588e803,,,
2025-09-23T16:31:59.048443,assistant,Welcome to our hotel room service! Could you please provide your room number so I can assist you better?,308db326-1025-4645-a51d-5e625588e803,,,
2025-09-23T16:32:08.375322,user," Yes, it's one.",308db326-1025-4645-a51d-5e625588e803,,,
2025-09-23T16:32:22.898493,assistant,Thank you! I've noted your room number as 1. How can I assist you today? 😊,308db326-1025-4645-a51d-5e625588e803,1,,
2025-09-23T16:32:34.432626,user, आप कैसे हैं?,308db326-1025-4645-a51d-5e625588e803,1,,
2025-09-23T16:32:36.833813,assistant,"मैं अच्छा हूँ, धन्यवाद! आपकी मदद कैसे कर सकता हूँ? आपका आदेश अभी खाली है। क्या आप कुछ आइटम्स जोड़ना चाहेंगे? 😊",308db326-1025-4645-a51d-5e625588e803,1,,
2025-09-23T16:32:54.132235,user," मैं खोज रहा था कि कोई low-calorie वाला food मुझे मिल सके, तो कुछ ऐसा है क्या तुम्हारे पास?",308db326-1025-4645-a51d-5e625588e803,1,,
2025-09-23T16:32:58.472344,assistant,"यहाँ हमारे मेनू से कुछ कम-कैलोरी वाले विकल्प हैं:

1. **मंगो लस्सी** (बेवरेज्स)  
   - 320 कैलोरी, $5.00  
   - पारंपरिक भारतीय दही-आधारित पेय, मीठे अमरूद के पल्प के साथ मिलाया गया।  

2. **बुद्धा बोल** (हेल्दी मील्स)  
   - 520 कैलोरी, $13.50  
   - तले हुए खजूर के आलू, काले चने, अवकाश और मिश्रित सब्जियों का रंगीन बर्तन।  

3. **लेंटिल सूप** (हेल्दी मील्स)  
   - 350 कैलोरी, $9.00  
   - लाल लेंटिल, गाजर, सेलरी और मसालों से बना भरपूर पोषक तत्व वाला सूप।  

4. **वेजी डॉग** (हॉटडॉग्स)  
   - 400 कैलोरी, $9.00  
   - पूरे गेहूं के ब्रेड में नॉन-मीट सॉसेज, आपके चुनाव के टॉपिंग के साथ।  

क्या आप इनमें से कुछ जोड़ना चाहेंगे? 😊",308db326-1025-4645-a51d-5e625588e803,1,,
2025-09-23T16:33:32.396314,user, अच्छा है।,308db326-1025-4645-a51d-5e625588e803,1,,
2025-09-23T16:33:38.557432,user, कुछ मुझे compare करके बताओ कि मैंगो लस्सी और...,308db326-1025-4645-a51d-5e625588e803,1,,
2025-09-23T16:33:39.877426,user, पिज़्ज़ा में क्या difference है?,308db326-1025-4645-a51d-5e625588e803,1,,
2025-09-23T16:33:45.399528,assistant,"मंगो लस्सी और पिज़्ज़ा में अंतर यह है:  

1. **मंगो लस्सी**  
   - पेय (बेवरेज्स)  
   - 320 कैलोरी, $5.00  
   - पारंपरिक भारतीय दही-आधारित पेय, मीठे अमरूद के पल्प के साथ मिलाया गया।  
   - वेज (शाकाहारी)  

2. **पिज़्ज़ा (उदाहरण)**  
   - मुख्य भोजन (मेन डिश)  
   - कैलोरी: 720 (मार्गरिटा) से 980 (बीबीक्यू चिकन) तक  
   - मूल्य: $12.50 से $15.50 तक  
   - विविध विकल्प:  
     - **मार्गरिटा** (वेज): ताजा मोज़ारेला, टमाटर के सॉस, और बेसिल।  
     - **वेजी सुप्रीम** (वेज): बेल पिपर, प्याज, ओलिव, मशरूम, और मोज़ारेला।  
     - **बीबीक्यू चिकन** (नॉन-वेज): बीबीक्यू सॉस, ग्रिल्ड चिकन, लाल प्याज, और कीरा।  

**मुख्य अंतर**:  
- मंगो लस्सी एक पेय है, जबकि पिज़्ज़ा एक मुख्य भोजन है।  
- मंगो लस्सी कैलोरी में कम है (320) जबकि पिज़्ज़ा 720-980 कैलोरी तक हो सकता है",308db326-1025-4645-a51d-5e625588e803,1,,
2025-09-23T16:34:23.674339,user," अच्छा, एक margarita pizza add कर दो।",308db326-1025-4645-a51d-5e625588e803,1,,
2025-09-23T16:34:55.135611,assistant,"""Great! I've added one Margherita pizza to your order. Your current order now has 2 Margherita pizzas. Is there anything else you'd like to add or adjust?""",308db326-1025-4645-a51d-5e625588e803,1,,
2025-09-23T16:35:11.512423,user," Rana 80 है, काफी available।",308db326-1025-4645-a51d-5e625588e803,1,,
2025-09-23T16:35:35.088536,assistant,"माफ़ कीजिए, मैंने आपके आदेश में ""Rana 80"" के बारे में समझ नहीं पाया। क्या आप अपने पिज़्ज़ा के आकार (जैसे स्मॉल, मीडियम, लार्ज) या कोई अन्य विशेषता बताना चाह रहे हैं? हमारे पास अभी तक आकारों के बारे में जानकारी नहीं है। कृपया स्पष्ट करें। 😊",308db326-1025-4645-a51d-5e625588e803,1,,
